2018-10-22 17:11;used-1min-node_provider;dnn-10x100-5000epochs-bs128;training-T_j5M1xmg
2018-10-22 17:13;used-1min-node_provider;dnn-10x100-500epochs-bs128;training-dOvJM1xmR
2018-10-22 17:14;used-1min-node_provider;dnn-3x1000-1000epochs-bs128;training-uN0-MJxmR
2018-10-22 17:17;used-1min-node_provider;dnn-3x1000-100epochs-bs128;training-VAUyM1xmR
2018-10-22 17:18;used-1min-node_provider;dnn-3x1000-5000epochs-bs128;training-OtW_G1bmg
2018-10-22 17:20;used-1min-node_provider;dnn-3x1000-500epochs-bs128;training-Kbb3G1xig
2018-10-22 17:22;used-1min-node_provider;dnn-3x100-1000epochs-bs128;training-FxCg7Jxmg
2018-10-22 17:22;used-1min-node_provider;dnn-3x100-100epochs-bs128;training-4dNznJbmR
2018-10-22 17:25;used-1min-node_provider;dnn-3x100-5000epochs-bs128;training-Q08InJxiR
2018-10-22 17:28;used-1min-node_provider;dnn-3x100-500epochs-bs128;training-6r45nJxiR
2018-10-22 17:34;used-1min-node_provider;dnn-3x10-1000epochs-bs128;training-YACP71xig
2018-10-22 17:36;used-1min-node_provider;dnn-3x10-100epochs-bs128;training-rM2X7JbmR
2018-10-22 17:41;used-1min-node_provider;dnn-3x10-5000epochs-bs128;training-soeZ4JbmR
2018-10-22 17:42;used-1min-node_provider;dnn-3x10-500epochs-bs128;training-_vcV4Jxig
2018-10-22 17:42;used-1min-node_provider;dnn-5x100-1000epochs-bs128;training-9OyV41xiR
2018-10-22 17:50;used-1min-node_provider;dnn-5x100-100epochs-bs128;training-nFFLV1xiR
2018-10-22 17:50;used-1min-node_provider;dnn-5x100-5000epochs-bs128;training-fzEY41xig
2018-10-22 17:53;used-1min-node_provider;dnn-5x100-500epochs-bs128;training-OMR_41bmR
2018-10-22 17:54;used-1min-node_provider;dnn-5x500-1000epochs-bs128;training-WkI94Jxmg
2018-10-22 17:56;used-1min-status;dnn-10x100-1000epochs-bs128;training-QTSgI1xmg
2018-10-22 17:56;used-1min-status;dnn-10x100-100epochs-bs128;training-M7tRS1big
2018-10-22 17:56;used-1min-status;dnn-10x100-5000epochs-bs128;training-WSJgS1xig
2018-10-22 17:56;used-1min-node_provider;dnn-5x500-100epochs-bs128;training-cUagIJbmR
2018-10-22 17:56;used-1min-status;dnn-10x100-500epochs-bs128;training-EjBgS1biR
2018-10-22 17:57;used-1min-status;dnn-3x1000-1000epochs-bs128;training-5OQgSJxmg
2018-10-22 17:57;used-1min-status;dnn-3x1000-100epochs-bs128;training-7_CRIJxmR
2018-10-22 17:57;used-1min-node_provider;dnn-5x500-5000epochs-bs128;training-tKgzIJbig
2018-10-22 17:57;used-1min-status;dnn-3x1000-5000epochs-bs128;training-4ozkI1xig
2018-10-22 17:57;used-1min-status;dnn-3x1000-500epochs-bs128;training-RcnkSJbiR
2018-10-22 17:57;used-1min-status;dnn-3x100-1000epochs-bs128;training-psvkSJbiR
2018-10-22 17:57;used-1min-status;dnn-3x100-100epochs-bs128;training-qStkS1bmR
2018-10-22 17:57;used-1min-status;dnn-3x100-5000epochs-bs128;training-skJkI1xig
2018-10-22 17:58;used-1min-node_provider;dnn-5x500-500epochs-bs128;training-zDdZI1bmg
2018-10-22 18:00;used-1min-node_provider_all;dnn-10x100-1000epochs-bs128;training-rdsSSJbiR
2018-10-22 18:04;used-1min-status;dnn-3x100-500epochs-bs128;training-bJvhSJbmg
2018-10-22 18:05;used-1min-node_provider_all;dnn-10x100-100epochs-bs128;training-mcTAI1xiR
2018-10-22 18:05;used-1min-status;dnn-3x10-1000epochs-bs128;training-_AsAI1bmR
2018-10-22 18:08;used-1min-node_provider_all;dnn-10x100-5000epochs-bs128;training-iERYSJbiR
2018-10-22 18:08;used-1min-status;dnn-3x10-100epochs-bs128;training-QfVLS1biR
2018-10-22 18:08;used-1min-status;dnn-3x10-5000epochs-bs128;training-qXJYI1xiR
2018-10-22 18:09;used-1min-status;dnn-3x10-500epochs-bs128;training-p9QyI1bmg
2018-10-22 18:12;used-1min-node_provider_all;dnn-10x100-500epochs-bs128;training-xBQCI1xmg
2018-10-22 18:15;used-1min-node_provider_all;dnn-3x1000-1000epochs-bs128;training-ijHiH1big
2018-10-22 18:15;used-1min-status;dnn-5x100-1000epochs-bs128;training-0-hmHJbiR
2018-10-22 18:16;used-1min-status;dnn-5x100-100epochs-bs128;training-8-yMNJbig
2018-10-22 18:17;used-1min-status;dnn-5x100-5000epochs-bs128;training-3PiSH1biR
2018-10-22 18:18;used-1min-node_provider_all;dnn-3x1000-100epochs-bs128;training-l7_NNJxmR
2018-10-22 18:19;used-1min-node_provider_all;dnn-3x1000-5000epochs-bs128;training-FGivHJxiR
2018-10-22 18:20;used-1min-status;dnn-5x100-500epochs-bs128;training-udoKH1xmR
2018-10-22 18:20;used-1min-status;dnn-5x500-1000epochs-bs128;training-OQwFNJbig
2018-10-22 18:24;used-1min-status;dnn-5x500-100epochs-bs128;training-wRDbN1bmR
2018-10-22 18:27;used-1min-node_provider_all;dnn-3x1000-500epochs-bs128;training-bSuyN1xiR
2018-10-22 18:27;used-1min-status;dnn-5x500-5000epochs-bs128;training-_dUUHJbmg
2018-10-22 18:27;used-1min-status;dnn-5x500-500epochs-bs128;training-kv68H1big
2018-10-22 18:28;usr_1m-10min-status;dnn-10x100-1000epochs-bs128;training-oHvlHJbmg
2018-10-22 18:28;used-1min-node_provider_all;dnn-3x100-1000epochs-bs128;training-mUD_N1big
2018-10-22 18:28;usr_1m-10min-status;dnn-10x100-100epochs-bs128;training-LWtlNJbig
2018-10-22 18:28;usr_1m-10min-status;dnn-10x100-5000epochs-bs128;training-QW1_N1bmg
2018-10-22 18:28;usr_1m-10min-status;dnn-10x100-500epochs-bs128;training-3KY_NJbmg
2018-10-22 18:28;usr_1m-10min-status;dnn-3x1000-1000epochs-bs128;training-qHw_H1xmR
2018-10-22 18:28;usr_1m-10min-status;dnn-3x1000-100epochs-bs128;training-8srlNJbmg
2018-10-22 18:28;usr_1m-10min-status;dnn-3x1000-5000epochs-bs128;training-f_elN1xmR
2018-10-22 18:28;usr_1m-10min-status;dnn-3x1000-500epochs-bs128;training-O2WuNJbmg
2018-10-22 18:28;usr_1m-10min-status;dnn-3x100-1000epochs-bs128;training-20HuNJxig
2018-10-22 18:29;usr_1m-10min-status;dnn-3x100-100epochs-bs128;training-VQtXN1xmg
2018-10-22 18:29;usr_1m-10min-status;dnn-3x100-5000epochs-bs128;training-SA1XH1biR
2018-10-22 18:29;used-1min-node_provider_all;dnn-3x100-100epochs-bs128;training-pku9H1biR
2018-10-22 18:30;used-1min-node_provider_all;dnn-3x100-5000epochs-bs128;training-PLGjN1bmg
2018-10-22 18:30;usr_1m-10min-status;dnn-10x100-1000epochs-bs128;training-wjhjNJbmR
2018-10-22 18:30;used-1min-node_provider_all;dnn-3x100-500epochs-bs128;training-BLbjN1big
2018-10-22 18:31;usr_1m-10min-status;dnn-3x100-500epochs-bs128;training-sHr6H1big
2018-10-22 18:36;usr_1m-10min-status;dnn-3x10-1000epochs-bs128;training-NlQNvJbmg
2018-10-22 18:36;usr_1m-10min-status;dnn-3x100-500epochs-bs128;training-pCjHD1biR
2018-10-22 18:37;usr_1m-10min-status;dnn-3x10-100epochs-bs128;training-A1DFDJbmg
2018-10-22 18:39;usr_1m-10min-status;dnn-3x10-100epochs-bs128;training-KVKov1bmR
2018-10-22 18:42;usr_1m-10min-status;dnn-3x10-5000epochs-bs128;training-sXQaD1xig
2018-10-22 18:44;usr_1m-10min-status;dnn-3x10-500epochs-bs128;training-vzpUvJxmR
2018-10-22 18:45;usr_1m-10min-status;dnn-3x10-5000epochs-bs128;training-q3n_vJbmg
2018-10-22 18:45;usr_1m-10min-status;dnn-5x100-1000epochs-bs128;training-qVc_D1xmg
2018-10-22 18:50;usr_1m-10min-status;dnn-5x100-100epochs-bs128;training-8wzWOJxig
2018-10-22 18:51;usr_1m-10min-status;dnn-5x100-1000epochs-bs128;training-CgVndJxiR
2018-10-22 18:51;usr_1m-10min-status;dnn-5x100-5000epochs-bs128;training-BoKnOJxiR
2018-10-22 18:53;usr_1m-10min-status;dnn-5x100-5000epochs-bs128;training-yjBIdJxig
2018-10-22 18:55;usr_1m-10min-status;dnn-5x100-500epochs-bs128;training-YErFOJxmg
2018-10-22 18:56;usr_1m-10min-status;dnn-5x100-500epochs-bs128;training-aCmhd1xig
2018-10-22 18:58;usr_1m-10min-status;dnn-5x500-1000epochs-bs128;training-SW-0OJbig
2018-10-22 19:00;usr_1m-10min-status;dnn-5x500-1000epochs-bs128;training-sJffd1xiR
2018-10-22 19:00;usr_1m-10min-status;dnn-5x500-100epochs-bs128;training-abkYO1biR
2018-10-22 19:00;usr_1m-10min-status;dnn-5x500-5000epochs-bs128;training-ebSLOJbiR
2018-10-22 19:02;usr_1m-10min-status;dnn-5x500-100epochs-bs128;training-Mq4wdJbiR
2018-10-22 19:04;usr_1m-10min-status;dnn-5x500-500epochs-bs128;training-shwXdJbmR
2018-10-22 19:04;usr_1m-10min-status;dnn-5x500-500epochs-bs128;training-6arud1xmR
2018-10-22 19:06;usr_1m-10s-status;dnn-10x100-1000epochs-bs128;training-ns0RKJbig
2018-10-22 19:08;usr_1m-10s-status;dnn-10x100-100epochs-bs128;training-J4liK1bmR
2018-10-22 19:08;usr_1m-10s-status;dnn-10x100-1000epochs-bs128;training-JzJGFJbiR
2018-10-22 19:11;usr_1m-10s-status;dnn-10x100-5000epochs-bs128;training-DTCNFJxiR
2018-10-22 19:12;usr_1m-10s-status;dnn-10x100-5000epochs-bs128;training-Wy0KFJbig
2018-10-22 19:15;usr_1m-10s-status;dnn-10x100-500epochs-bs128;training-ckgAKJbmg
2018-10-22 19:16;usr_1m-10s-status;dnn-10x100-500epochs-bs128;training-mna1F1xiR
2018-10-22 19:16;usr_1m-10s-status;dnn-3x1000-1000epochs-bs128;training-dRhbF1xig
2018-10-22 19:22;usr_1m-10s-status;dnn-3x1000-100epochs-bs128;training-iBkjFJxmR
2018-10-22 19:22;usr_1m-10s-status;dnn-3x1000-5000epochs-bs128;training-5-dCF1xmg
2018-10-22 19:26;usr_1m-10s-status;dnn-3x1000-1000epochs-bs128;training-no2G5Jxig
2018-10-22 19:26;usr_1m-10s-status;dnn-3x1000-500epochs-bs128;training-c8LGcJbmg
2018-10-22 19:30;usr_1m-10s-status;dnn-3x1000-500epochs-bs128;training-ZCi551xmg
2018-10-22 19:40;usr_1m-10s-status;dnn-3x100-1000epochs-bs128;training-Fvq3cJbmg
2018-10-22 19:41;usr_1m-10s-status;dnn-3x100-1000epochs-bs128;training-k6s65JbiR
2018-10-22 19:44;usr_1m-10s-status;dnn-3x100-100epochs-bs128;training-gK57p1big
2018-10-22 19:46;usr_1m-10s-status;dnn-3x100-5000epochs-bs128;training-_Bwvt1bmg
2018-10-22 19:50;usr_1m-10s-status;dnn-3x100-100epochs-bs128;training-zWb0t1bmg
2018-10-22 19:58;usr_1m-10s-status;dnn-3x100-500epochs-bs128;training-msQ3t1xiR
2018-10-22 20:03;usr_1m-10s-status;dnn-3x100-500epochs-bs128;training-QtASh1xmg
2018-10-22 20:07;usr_1m-10s-status;dnn-3x10-1000epochs-bs128;training-uvJTh1xmR
2018-10-22 20:07;usr_1m-10s-status;dnn-3x10-1000epochs-bs128;training-H_ZAh1bmR
2018-10-22 20:13;usr_1m-10s-status;dnn-3x10-100epochs-bs128;training-KKWl2Jxig
2018-10-22 20:18;usr_1m-10s-status;dnn-3x10-100epochs-bs128;training-nMCiTJxmg
2018-10-22 20:26;usr_1m-10s-status;dnn-3x10-5000epochs-bs128;training-Q7VaoJbmR
2018-10-22 20:27;usr_1m-10s-status;dnn-3x10-5000epochs-bs128;training-erJ-oJxiR
2018-10-22 20:31;usr_1m-10s-status;dnn-3x10-500epochs-bs128;training-hbZro1xig
2018-10-22 20:37;usr_1m-10s-status;dnn-5x100-1000epochs-bs128;training-VnU401bmg
2018-10-22 20:37;usr_1m-10s-status;dnn-5x100-100epochs-bs128;training-FAiS01xmg
2018-10-22 20:40;usr_1m-10s-status;dnn-3x10-500epochs-bs128;training-Nn75A1xmR
2018-10-22 20:55;usr_1m-10s-status;dnn-5x100-5000epochs-bs128;training-4GNH1JbiR
2018-10-22 20:56;usr_1m-10s-status;dnn-5x100-500epochs-bs128;training-2yBN1JxmR
2018-10-22 21:05;usr_1m-10s-status;dnn-5x500-1000epochs-bs128;training-EDFQ1JxmR
2018-10-22 21:07;usr_1m-10s-status;dnn-5x100-5000epochs-bs128;training-yz6j1JbmR
